,Unnamed: 0,Date,Matchup,Bookmaker,Team,Moneyline Odds,Estimated Win Percentage,TEAM_NAME,GAME_DATE,Model Win Prob,WL,Difference,Would have profitted
1235,1280,2024-01-22,Dallas Mavericks vs Boston Celtics,draftkings,Boston Celtics,-155,0.6078431372549019,Boston Celtics,2024-01-22,0.7502819,1,0.14243876274509804,True
1565,1621,2024-02-14,Cleveland Cavaliers vs Chicago Bulls,draftkings,Cleveland Cavaliers,-410,0.803921568627451,Cleveland Cavaliers,2024-02-14,0.66164833,1,-0.142273238627451,False
2237,2318,2024-04-07,Los Angeles Clippers vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,140,0.4166666666666667,Cleveland Cavaliers,2024-04-07,0.5587972,0,0.1421305333333333,False
1368,1418,2024-01-31,Houston Rockets vs New Orleans Pelicans,draftkings,Houston Rockets,114,0.4672897196261682,Houston Rockets,2024-01-31,0.60934603,0,0.14205631037383176,False
685,710,2023-12-14,Los Angeles Clippers vs Golden State Warriors,draftkings,Golden State Warriors,205,0.3278688524590163,Golden State Warriors,2023-12-14,0.46991777,0,0.1420489175409837,False
911,944,2023-12-30,Chicago Bulls vs Philadelphia 76ers,draftkings,Chicago Bulls,-120,0.5454545454545454,Chicago Bulls,2023-12-30,0.40341887,1,-0.14203567545454543,False
1102,1142,2024-01-12,Denver Nuggets vs New Orleans Pelicans,draftkings,Denver Nuggets,-340,0.7727272727272727,Denver Nuggets,2024-01-12,0.63073564,1,-0.14199163272727267,False
836,867,2023-12-25,Los Angeles Lakers vs Boston Celtics,draftkings,Los Angeles Lakers,124,0.4464285714285714,Los Angeles Lakers,2023-12-25,0.58833146,0,0.14190288857142863,False
323,333,2023-11-16,Golden State Warriors vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-148,0.5967741935483871,Oklahoma City Thunder,2023-11-16,0.73861086,1,0.14183666645161286,True
570,589,2023-12-05,Los Angeles Lakers vs Phoenix Suns,draftkings,Phoenix Suns,105,0.4878048780487805,Phoenix Suns,2023-12-05,0.6290654,0,0.14126052195121952,False
955,989,2024-01-02,Golden State Warriors vs Orlando Magic,draftkings,Orlando Magic,130,0.4347826086956521,Orlando Magic,2024-01-02,0.57588196,0,0.14109935130434792,False
896,928,2023-12-29,Houston Rockets vs Philadelphia 76ers,draftkings,Houston Rockets,-105,0.5121951219512195,Houston Rockets,2023-12-29,0.6529398,0,0.14074467804878044,False
2259,2341,2024-04-07,Golden State Warriors vs Utah Jazz,draftkings,Utah Jazz,490,0.1694915254237288,Utah Jazz,2024-04-07,0.31004956,0,0.1405580345762712,False
633,656,2023-12-11,Milwaukee Bucks vs Chicago Bulls,draftkings,Chicago Bulls,410,0.196078431372549,Chicago Bulls,2023-12-11,0.3365779,0,0.140499468627451,False
716,742,2023-12-16,Denver Nuggets vs Oklahoma City Thunder,draftkings,Denver Nuggets,-205,0.6721311475409836,Denver Nuggets,2023-12-16,0.5316863,0,-0.14044484754098363,True
2096,2172,2024-03-27,Denver Nuggets vs Phoenix Suns,draftkings,Denver Nuggets,-298,0.7487437185929648,Denver Nuggets,2024-03-27,0.6084218,0,-0.14032191859296483,True
63,65,2023-10-28,Minnesota Timberwolves vs Miami Heat,draftkings,Minnesota Timberwolves,-192,0.6575342465753424,Minnesota Timberwolves,2023-10-28,0.7977759,1,0.14024165342465755,True
1594,1651,2024-02-22,Philadelphia 76ers vs New York Knicks,draftkings,Philadelphia 76ers,-118,0.5412844036697247,Philadelphia 76ers,2024-02-22,0.68148625,0,0.14020184633027521,False
835,866,2023-12-25,Los Angeles Lakers vs Boston Celtics,draftkings,Boston Celtics,-148,0.5967741935483871,Boston Celtics,2023-12-25,0.7369048,1,0.1401306064516129,True
1523,1578,2024-02-11,Oklahoma City Thunder vs Sacramento Kings,draftkings,Oklahoma City Thunder,-166,0.6240601503759399,Oklahoma City Thunder,2024-02-11,0.7640069,1,0.13994674962406017,True
1854,1921,2024-03-10,Oklahoma City Thunder vs Memphis Grizzlies,draftkings,Oklahoma City Thunder,-1200,0.9230769230769232,Oklahoma City Thunder,2024-03-10,0.7831579,1,-0.13991902307692328,False
340,350,2023-11-17,Portland Trail Blazers vs Los Angeles Lakers,draftkings,Los Angeles Lakers,-310,0.7560975609756098,Los Angeles Lakers,2023-11-17,0.61623985,1,-0.13985771097560973,False
946,980,2024-01-02,Oklahoma City Thunder vs Boston Celtics,draftkings,Boston Celtics,-148,0.5967741935483871,Boston Celtics,2024-01-02,0.73601276,0,0.13923856645161292,False
887,919,2023-12-29,Washington Wizards vs Brooklyn Nets,draftkings,Washington Wizards,195,0.3389830508474576,Washington Wizards,2023-12-29,0.19976611,1,-0.13921694084745762,False
1163,1205,2024-01-17,Boston Celtics vs San Antonio Spurs,draftkings,San Antonio Spurs,900,0.1,San Antonio Spurs,2024-01-17,0.23910692,0,0.13910692,False
186,191,2023-11-06,Brooklyn Nets vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-218,0.6855345911949685,Milwaukee Bucks,2023-11-06,0.5464415,1,-0.1390930911949685,False
609,629,2023-12-08,Oklahoma City Thunder vs Golden State Warriors,draftkings,Oklahoma City Thunder,-170,0.6296296296296297,Oklahoma City Thunder,2023-12-08,0.7684349,1,0.13880527037037038,True
758,786,2023-12-19,Portland Trail Blazers vs Phoenix Suns,draftkings,Phoenix Suns,-290,0.7435897435897436,Phoenix Suns,2023-12-19,0.6047957,0,-0.13879404358974357,True
824,855,2023-12-23,Oklahoma City Thunder vs Los Angeles Lakers,draftkings,Oklahoma City Thunder,-175,0.6363636363636364,Oklahoma City Thunder,2023-12-23,0.7751447,0,0.13878106363636367,False
614,634,2023-12-08,Phoenix Suns vs Sacramento Kings,draftkings,Phoenix Suns,105,0.4878048780487805,Phoenix Suns,2023-12-08,0.626508,0,0.13870312195121948,False
1562,1618,2024-02-14,Boston Celtics vs Brooklyn Nets,draftkings,Boston Celtics,-950,0.9047619047619048,Boston Celtics,2024-02-14,0.7660676,1,-0.1386943047619048,False
36,37,2023-10-27,Atlanta Hawks vs New York Knicks,draftkings,New York Knicks,100,0.5,New York Knicks,2023-10-27,0.6386478,1,0.1386478,True
1197,1241,2024-01-19,Los Angeles Lakers vs Brooklyn Nets,draftkings,Los Angeles Lakers,-265,0.726027397260274,Los Angeles Lakers,2024-01-19,0.5876822,0,-0.13834519726027394,True
1152,1193,2024-01-16,Philadelphia 76ers vs Denver Nuggets,draftkings,Philadelphia 76ers,-180,0.6428571428571429,Philadelphia 76ers,2024-01-16,0.7809471,1,0.1380899571428571,True
1916,1985,2024-03-15,Detroit Pistons vs Miami Heat,draftkings,Miami Heat,-340,0.7727272727272727,Miami Heat,2024-03-15,0.63535327,1,-0.13737400272727274,False
814,845,2023-12-23,Indiana Pacers vs Orlando Magic,draftkings,Orlando Magic,105,0.4878048780487805,Orlando Magic,2023-12-23,0.62513554,1,0.13733066195121957,True
2247,2329,2024-04-07,Orlando Magic vs Chicago Bulls,draftkings,Orlando Magic,-298,0.7487437185929648,Orlando Magic,2024-04-07,0.6114136,1,-0.13733011859296484,False
1407,1458,2024-02-03,Chicago Bulls vs Sacramento Kings,draftkings,Chicago Bulls,-122,0.5495495495495496,Chicago Bulls,2024-02-03,0.41231868,0,-0.1372308695495496,True
2327,2411,2024-04-12,San Antonio Spurs vs Denver Nuggets,draftkings,San Antonio Spurs,575,0.1481481481481481,San Antonio Spurs,2024-04-12,0.28528604,1,0.1371378918518519,True
2063,2137,2024-03-25,Denver Nuggets vs Memphis Grizzlies,draftkings,Memphis Grizzlies,850,0.1052631578947368,Memphis Grizzlies,2024-03-25,0.24194905,0,0.13668589210526322,False
689,715,2023-12-15,Philadelphia 76ers vs Detroit Pistons,draftkings,Philadelphia 76ers,-1350,0.9310344827586208,Philadelphia 76ers,2023-12-15,0.79455566,1,-0.13647882275862078,False
481,496,2023-11-27,Los Angeles Clippers vs Denver Nuggets,draftkings,Denver Nuggets,154,0.3937007874015748,Denver Nuggets,2023-11-27,0.5299845,1,0.13628371259842514,True
2215,2295,2024-04-05,Chicago Bulls vs New York Knicks,draftkings,New York Knicks,-102,0.504950495049505,New York Knicks,2024-04-05,0.64083475,0,0.13588425495049505,False
1044,1081,2024-01-08,Milwaukee Bucks vs Utah Jazz,draftkings,Utah Jazz,360,0.217391304347826,Utah Jazz,2024-01-08,0.35311964,1,0.13572833565217401,True
2238,2320,2024-04-07,Dallas Mavericks vs Houston Rockets,draftkings,Dallas Mavericks,-325,0.7647058823529411,Dallas Mavericks,2024-04-07,0.62901074,1,-0.1356951423529411,False
1907,1976,2024-03-14,Milwaukee Bucks vs Philadelphia 76ers,draftkings,Milwaukee Bucks,-375,0.7894736842105263,Milwaukee Bucks,2024-03-14,0.65382886,1,-0.13564482421052637,False
1331,1380,2024-01-29,Miami Heat vs Phoenix Suns,draftkings,Miami Heat,-166,0.6240601503759399,Miami Heat,2024-01-29,0.48848388,0,-0.1355762703759399,True
1007,1043,2024-01-05,Los Angeles Lakers vs Memphis Grizzlies,draftkings,Memphis Grizzlies,160,0.3846153846153846,Memphis Grizzlies,2024-01-05,0.2490836,1,-0.1355317846153846,False
1192,1236,2024-01-19,New Orleans Pelicans vs Phoenix Suns,draftkings,New Orleans Pelicans,-130,0.5652173913043478,New Orleans Pelicans,2024-01-19,0.7007276,0,0.13551020869565222,False
735,762,2023-12-18,Indiana Pacers vs Los Angeles Clippers,draftkings,Indiana Pacers,120,0.4545454545454545,Indiana Pacers,2023-12-18,0.31948996,0,-0.13505549454545446,True
1462,1515,2024-02-07,Boston Celtics vs Atlanta Hawks,draftkings,Boston Celtics,-800,0.8888888888888888,Boston Celtics,2024-02-07,0.75389385,1,-0.13499503888888886,False
522,539,2023-11-30,Chicago Bulls vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-340,0.7727272727272727,Milwaukee Bucks,2023-11-30,0.63786656,0,-0.13486071272727274,True
583,602,2023-12-06,Chicago Bulls vs Charlotte Hornets,draftkings,Charlotte Hornets,154,0.3937007874015748,Charlotte Hornets,2023-12-06,0.25896508,0,-0.1347357074015748,True
1614,1672,2024-02-23,Houston Rockets vs Phoenix Suns,draftkings,Houston Rockets,140,0.4166666666666667,Houston Rockets,2024-02-23,0.5512521,1,0.13458543333333334,True
372,383,2023-11-19,Portland Trail Blazers vs Oklahoma City Thunder,draftkings,Portland Trail Blazers,250,0.2857142857142857,Portland Trail Blazers,2023-11-19,0.15115376,0,-0.1345605257142857,True
1297,1344,2024-01-27,New York Knicks vs Miami Heat,draftkings,Miami Heat,170,0.3703703703703703,Miami Heat,2024-01-27,0.5043956,0,0.13402522962962976,False
0,0,2023-10-24,Denver Nuggets vs Los Angeles Lakers,draftkings,Denver Nuggets,-218,0.6855345911949685,Denver Nuggets,2023-10-24,0.81931126,1,0.13377666880503147,True
2252,2334,2024-04-07,San Antonio Spurs vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-265,0.726027397260274,Philadelphia 76ers,2024-04-07,0.5922617,1,-0.13376569726027399,False
1852,1919,2024-03-10,Cleveland Cavaliers vs Brooklyn Nets,draftkings,Cleveland Cavaliers,-340,0.7727272727272727,Cleveland Cavaliers,2024-03-10,0.6391502,0,-0.1335770727272727,True
2068,2143,2024-03-26,Miami Heat vs Golden State Warriors,draftkings,Miami Heat,102,0.495049504950495,Miami Heat,2024-03-26,0.6286108,0,0.13356129504950504,False
342,352,2023-11-17,Utah Jazz vs Phoenix Suns,draftkings,Phoenix Suns,-205,0.6721311475409836,Phoenix Suns,2023-11-17,0.53871596,1,-0.13341518754098358,False
1829,1894,2024-03-09,Los Angeles Clippers vs Chicago Bulls,draftkings,Chicago Bulls,240,0.2941176470588235,Chicago Bulls,2024-03-09,0.42750126,0,0.1333836129411765,False
26,27,2023-10-25,Los Angeles Clippers vs Portland Trail Blazers,draftkings,Portland Trail Blazers,330,0.2325581395348837,Portland Trail Blazers,2023-10-25,0.09958303,0,-0.13297510953488367,True
2361,2446,2024-04-14,San Antonio Spurs vs Detroit Pistons,draftkings,Detroit Pistons,190,0.3448275862068966,Detroit Pistons,2024-04-14,0.21196154,0,-0.13286604620689657,True
2139,2217,2024-03-31,Toronto Raptors vs Philadelphia 76ers,draftkings,Toronto Raptors,470,0.175438596491228,Toronto Raptors,2024-03-31,0.30811575,0,0.13267715350877202,False
1965,2036,2024-03-18,Golden State Warriors vs New York Knicks,draftkings,Golden State Warriors,-198,0.6644295302013423,Golden State Warriors,2024-03-18,0.53176594,0,-0.13266359020134233,True
713,739,2023-12-16,Golden State Warriors vs Brooklyn Nets,draftkings,Golden State Warriors,-162,0.6183206106870229,Golden State Warriors,2023-12-16,0.48569968,1,-0.1326209306870229,False
861,893,2023-12-27,Washington Wizards vs Toronto Raptors,draftkings,Washington Wizards,205,0.3278688524590163,Washington Wizards,2023-12-27,0.19526169,0,-0.13260716245901633,True
916,949,2023-12-30,Golden State Warriors vs Dallas Mavericks,draftkings,Golden State Warriors,-170,0.6296296296296297,Golden State Warriors,2023-12-30,0.49715975,0,-0.13246987962962964,True
130,135,2023-11-02,Philadelphia 76ers vs Toronto Raptors,draftkings,Toronto Raptors,285,0.2597402597402597,Toronto Raptors,2023-11-02,0.39166033,0,0.13192007025974029,False
1957,2028,2024-03-18,Boston Celtics vs Detroit Pistons,draftkings,Boston Celtics,-1450,0.935483870967742,Boston Celtics,2024-03-18,0.8037914,1,-0.13169247096774195,False
1753,1816,2024-03-03,Phoenix Suns vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-185,0.6491228070175439,Oklahoma City Thunder,2024-03-03,0.78077656,1,0.13165375298245607,True
1310,1358,2024-01-27,San Antonio Spurs vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-470,0.8245614035087719,Minnesota Timberwolves,2024-01-27,0.6936176,0,-0.130943803508772,True
1995,2067,2024-03-20,Phoenix Suns vs Philadelphia 76ers,draftkings,Phoenix Suns,-375,0.7894736842105263,Phoenix Suns,2024-03-20,0.65857327,1,-0.13090041421052634,False
356,367,2023-11-18,Golden State Warriors vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-155,0.6078431372549019,Oklahoma City Thunder,2023-11-18,0.73862064,1,0.13077750274509814,True
122,126,2023-11-01,Dallas Mavericks vs Chicago Bulls,draftkings,Chicago Bulls,170,0.3703703703703703,Chicago Bulls,2023-11-01,0.23963629,0,-0.1307340803703703,True
968,1002,2024-01-03,New York Knicks vs Chicago Bulls,draftkings,Chicago Bulls,320,0.238095238095238,Chicago Bulls,2024-01-03,0.36853576,0,0.130440521904762,False
2242,2324,2024-04-07,Boston Celtics vs Portland Trail Blazers,draftkings,Boston Celtics,-1450,0.935483870967742,Boston Celtics,2024-04-07,0.8053633,1,-0.130120570967742,False
2119,2196,2024-03-29,Denver Nuggets vs Minnesota Timberwolves,draftkings,Denver Nuggets,-270,0.7297297297297297,Denver Nuggets,2024-03-29,0.5996203,0,-0.13010942972972972,True
1969,2040,2024-03-18,Los Angeles Lakers vs Atlanta Hawks,draftkings,Atlanta Hawks,285,0.2597402597402597,Atlanta Hawks,2024-03-18,0.38955018,0,0.1298099202597403,False
1606,1664,2024-02-22,Golden State Warriors vs Los Angeles Lakers,draftkings,Golden State Warriors,-205,0.6721311475409836,Golden State Warriors,2024-02-22,0.5423483,1,-0.12978284754098357,False
2246,2328,2024-04-07,Orlando Magic vs Chicago Bulls,draftkings,Chicago Bulls,240,0.2941176470588235,Chicago Bulls,2024-04-07,0.42384398,0,0.12972633294117653,False
903,935,2023-12-29,Portland Trail Blazers vs San Antonio Spurs,draftkings,San Antonio Spurs,195,0.3389830508474576,San Antonio Spurs,2023-12-29,0.20988578,0,-0.12909727084745762,True
876,908,2023-12-28,New Orleans Pelicans vs Utah Jazz,draftkings,New Orleans Pelicans,-355,0.7802197802197802,New Orleans Pelicans,2023-12-28,0.65125847,1,-0.1289613102197802,False
1067,1105,2024-01-10,Miami Heat vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-192,0.6575342465753424,Oklahoma City Thunder,2024-01-10,0.78638947,1,0.1288552234246576,True
795,825,2023-12-22,Philadelphia 76ers vs Toronto Raptors,draftkings,Toronto Raptors,295,0.2531645569620253,Toronto Raptors,2023-12-22,0.381916,0,0.1287514430379747,False
806,836,2023-12-23,New York Knicks vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-135,0.574468085106383,Milwaukee Bucks,2023-12-23,0.7030493,1,0.12858121489361696,True
551,570,2023-12-02,Chicago Bulls vs New Orleans Pelicans,draftkings,Chicago Bulls,145,0.4081632653061224,Chicago Bulls,2023-12-02,0.27966282,1,-0.12850044530612242,False
1476,1530,2024-02-08,New York Knicks vs Dallas Mavericks,draftkings,Dallas Mavericks,-185,0.6491228070175439,Dallas Mavericks,2024-02-08,0.52073056,1,-0.12839224701754393,False
1423,1475,2024-02-04,Miami Heat vs Los Angeles Clippers,draftkings,Miami Heat,142,0.4132231404958678,Miami Heat,2024-02-04,0.5415394,0,0.12831625950413222,False
1825,1890,2024-03-08,Portland Trail Blazers vs Houston Rockets,draftkings,Houston Rockets,-218,0.6855345911949685,Houston Rockets,2024-03-08,0.55762225,1,-0.12791234119496853,False
325,335,2023-11-17,Charlotte Hornets vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-325,0.7647058823529411,Milwaukee Bucks,2023-11-17,0.63683367,1,-0.1278722123529411,False
1341,1390,2024-01-29,Dallas Mavericks vs Orlando Magic,draftkings,Dallas Mavericks,-218,0.6855345911949685,Dallas Mavericks,2024-01-29,0.55791557,1,-0.12761902119496848,False
2020,2092,2024-03-22,Golden State Warriors vs Indiana Pacers,draftkings,Golden State Warriors,-198,0.6644295302013423,Golden State Warriors,2024-03-22,0.53686035,0,-0.12756918020134234,True
1415,1466,2024-02-04,Detroit Pistons vs Orlando Magic,draftkings,Detroit Pistons,210,0.3225806451612903,Detroit Pistons,2024-02-04,0.19547695,0,-0.1271036951612903,True
1247,1292,2024-01-23,Oklahoma City Thunder vs Portland Trail Blazers,draftkings,Oklahoma City Thunder,-1050,0.9130434782608696,Oklahoma City Thunder,2024-01-23,0.7861708,1,-0.12687267826086968,False
1323,1371,2024-01-28,Portland Trail Blazers vs Chicago Bulls,draftkings,Portland Trail Blazers,220,0.3125,Portland Trail Blazers,2024-01-28,0.18569572,0,-0.12680428,True
2329,2413,2024-04-12,Memphis Grizzlies vs Los Angeles Lakers,draftkings,Memphis Grizzlies,750,0.1176470588235294,Memphis Grizzlies,2024-04-12,0.24415556,0,0.1265085011764706,False
1958,2029,2024-03-18,Boston Celtics vs Detroit Pistons,draftkings,Detroit Pistons,850,0.1052631578947368,Detroit Pistons,2024-03-18,0.23164727,0,0.12638411210526318,False
1589,1646,2024-02-22,Toronto Raptors vs Brooklyn Nets,draftkings,Brooklyn Nets,105,0.4878048780487805,Brooklyn Nets,2024-02-22,0.3614662,0,-0.12633867804878046,True
781,810,2023-12-21,Cleveland Cavaliers vs New Orleans Pelicans,draftkings,Cleveland Cavaliers,-115,0.5348837209302325,Cleveland Cavaliers,2023-12-21,0.40863594,0,-0.12624778093023253,True
598,618,2023-12-08,Charlotte Hornets vs Toronto Raptors,draftkings,Charlotte Hornets,154,0.3937007874015748,Charlotte Hornets,2023-12-08,0.26750934,1,-0.12619144740157484,False
1325,1373,2024-01-29,Charlotte Hornets vs New York Knicks,draftkings,New York Knicks,-325,0.7647058823529411,New York Knicks,2024-01-29,0.6385832,1,-0.1261226823529411,False
1330,1379,2024-01-29,Brooklyn Nets vs Utah Jazz,draftkings,Utah Jazz,-105,0.5121951219512195,Utah Jazz,2024-01-29,0.3861032,0,-0.12609192195121954,True
893,925,2023-12-29,Atlanta Hawks vs Sacramento Kings,draftkings,Sacramento Kings,-110,0.5238095238095238,Sacramento Kings,2023-12-29,0.39819497,1,-0.12561455380952385,False
242,249,2023-11-10,San Antonio Spurs vs Minnesota Timberwolves,draftkings,San Antonio Spurs,215,0.3174603174603174,San Antonio Spurs,2023-11-10,0.19185819,0,-0.12560212746031738,True
1952,2022,2024-03-17,San Antonio Spurs vs Brooklyn Nets,draftkings,Brooklyn Nets,105,0.4878048780487805,Brooklyn Nets,2024-03-17,0.36223674,0,-0.12556813804878048,True
1324,1372,2024-01-29,Charlotte Hornets vs New York Knicks,draftkings,Charlotte Hornets,260,0.2777777777777778,Charlotte Hornets,2024-01-29,0.15234645,0,-0.1254313277777778,True
1593,1650,2024-02-22,Philadelphia 76ers vs New York Knicks,draftkings,New York Knicks,-102,0.504950495049505,New York Knicks,2024-02-22,0.6300854,1,0.12513490495049506,True
335,345,2023-11-17,San Antonio Spurs vs Sacramento Kings,draftkings,San Antonio Spurs,225,0.3076923076923077,San Antonio Spurs,2023-11-17,0.18264575,0,-0.1250465576923077,True
723,750,2023-12-17,San Antonio Spurs vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-310,0.7560975609756098,New Orleans Pelicans,2023-12-17,0.63108426,1,-0.1250133009756098,False
1492,1546,2024-02-09,Toronto Raptors vs Houston Rockets,draftkings,Houston Rockets,114,0.4672897196261682,Houston Rockets,2024-02-09,0.5921862,0,0.12489648037383178,False
450,464,2023-11-25,Washington Wizards vs Atlanta Hawks,draftkings,Atlanta Hawks,-325,0.7647058823529411,Atlanta Hawks,2023-11-25,0.639864,1,-0.12484188235294114,False
736,764,2023-12-18,Miami Heat vs Minnesota Timberwolves,draftkings,Miami Heat,-105,0.5121951219512195,Miami Heat,2023-12-18,0.63673806,0,0.12454293804878047,False
1371,1421,2024-01-31,San Antonio Spurs vs Orlando Magic,draftkings,San Antonio Spurs,170,0.3703703703703703,San Antonio Spurs,2024-01-31,0.2458312,0,-0.1245391703703703,True
1853,1920,2024-03-10,Oklahoma City Thunder vs Memphis Grizzlies,draftkings,Memphis Grizzlies,750,0.1176470588235294,Memphis Grizzlies,2024-03-10,0.24184473,0,0.12419767117647061,False
172,177,2023-11-05,Cleveland Cavaliers vs Golden State Warriors,draftkings,Golden State Warriors,-102,0.504950495049505,Golden State Warriors,2023-11-05,0.62885606,0,0.1239055649504951,False
787,817,2023-12-21,Oklahoma City Thunder vs Los Angeles Clippers,draftkings,Oklahoma City Thunder,-198,0.6644295302013423,Oklahoma City Thunder,2023-12-21,0.7883173,1,0.12388776979865768,True
435,448,2023-11-24,Houston Rockets vs Denver Nuggets,draftkings,Denver Nuggets,-155,0.6078431372549019,Denver Nuggets,2023-11-24,0.48397675,0,-0.1238663872549019,True
1277,1323,2024-01-25,Golden State Warriors vs Sacramento Kings,draftkings,Sacramento Kings,-130,0.5652173913043478,Sacramento Kings,2024-01-25,0.44144973,1,-0.1237676613043478,False
2000,2072,2024-03-21,Milwaukee Bucks vs Brooklyn Nets,draftkings,Brooklyn Nets,330,0.2325581395348837,Brooklyn Nets,2024-03-21,0.35629123,0,0.12373309046511632,False
2267,2349,2024-04-09,Toronto Raptors vs Indiana Pacers,draftkings,Toronto Raptors,470,0.175438596491228,Toronto Raptors,2024-04-09,0.2989606,0,0.12352200350877202,False
231,238,2023-11-10,Washington Wizards vs Charlotte Hornets,draftkings,Charlotte Hornets,110,0.4761904761904761,Charlotte Hornets,2023-11-10,0.35295025,1,-0.12324022619047609,False
2052,2126,2024-03-25,New York Knicks vs Detroit Pistons,draftkings,Detroit Pistons,950,0.0952380952380952,Detroit Pistons,2024-03-25,0.21830113,0,0.1230630347619048,False
1342,1391,2024-01-29,Dallas Mavericks vs Orlando Magic,draftkings,Orlando Magic,170,0.3703703703703703,Orlando Magic,2024-01-29,0.49329752,0,0.1229271496296297,False
500,516,2023-11-29,Orlando Magic vs Washington Wizards,draftkings,Orlando Magic,-455,0.8198198198198198,Orlando Magic,2023-11-29,0.6971835,1,-0.12263631981981982,False
269,278,2023-11-12,Houston Rockets vs Denver Nuggets,draftkings,Denver Nuggets,-175,0.6363636363636364,Denver Nuggets,2023-11-12,0.7588718,0,0.12250816363636363,False
1865,1932,2024-03-11,San Antonio Spurs vs Golden State Warriors,draftkings,Golden State Warriors,-198,0.6644295302013423,Golden State Warriors,2024-03-11,0.5420035,1,-0.12242603020134235,False
1817,1882,2024-03-08,Cleveland Cavaliers vs Minnesota Timberwolves,draftkings,Cleveland Cavaliers,-110,0.5238095238095238,Cleveland Cavaliers,2024-03-08,0.64620316,1,0.12239363619047616,True
1087,1126,2024-01-12,Detroit Pistons vs Houston Rockets,draftkings,Detroit Pistons,245,0.2898550724637681,Detroit Pistons,2024-01-12,0.16764446,0,-0.12221061246376813,True
494,510,2023-11-28,Dallas Mavericks vs Houston Rockets,draftkings,Dallas Mavericks,-218,0.6855345911949685,Dallas Mavericks,2023-11-28,0.5633378,1,-0.12219679119496851,False
975,1010,2024-01-03,Los Angeles Lakers vs Miami Heat,draftkings,Los Angeles Lakers,-230,0.696969696969697,Los Angeles Lakers,2024-01-03,0.574774,0,-0.12219569696969701,True
15,15,2023-10-25,Miami Heat vs Detroit Pistons,draftkings,Miami Heat,-425,0.8095238095238095,Miami Heat,2023-10-25,0.68733275,1,-0.12219105952380949,False
320,330,2023-11-16,Miami Heat vs Brooklyn Nets,draftkings,Brooklyn Nets,145,0.4081632653061224,Brooklyn Nets,2023-11-16,0.5302514,0,0.12208813469387764,False
1683,1743,2024-02-27,Portland Trail Blazers vs Miami Heat,draftkings,Portland Trail Blazers,225,0.3076923076923077,Portland Trail Blazers,2024-02-27,0.18562868,0,-0.12206362769230772,True
187,193,2023-11-06,New York Knicks vs Los Angeles Clippers,draftkings,New York Knicks,110,0.4761904761904761,New York Knicks,2023-11-06,0.59817255,1,0.12198207380952392,True
2284,2366,2024-04-09,Los Angeles Lakers vs Golden State Warriors,draftkings,Golden State Warriors,124,0.4464285714285714,Golden State Warriors,2024-04-09,0.567593,1,0.12116442857142862,True
6,6,2023-10-25,New York Knicks vs Boston Celtics,draftkings,Boston Celtics,-162,0.6183206106870229,Boston Celtics,2023-10-25,0.7394371,1,0.12111648931297703,True
1315,1363,2024-01-28,Detroit Pistons vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-900,0.9,Oklahoma City Thunder,2024-01-28,0.7790065,0,-0.12099349999999998,True
2026,2099,2024-03-23,New York Knicks vs Brooklyn Nets,draftkings,New York Knicks,-310,0.7560975609756098,New York Knicks,2024-03-23,0.6351197,1,-0.12097786097560981,False
658,683,2023-12-13,Washington Wizards vs New Orleans Pelicans,draftkings,Washington Wizards,240,0.2941176470588235,Washington Wizards,2023-12-13,0.17330737,0,-0.1208102770588235,True
2041,2115,2024-03-24,Minnesota Timberwolves vs Golden State Warriors,draftkings,Minnesota Timberwolves,-155,0.6078431372549019,Minnesota Timberwolves,2024-03-24,0.728621,1,0.12077786274509805,True
2276,2358,2024-04-09,Houston Rockets vs Orlando Magic,draftkings,Houston Rockets,114,0.4672897196261682,Houston Rockets,2024-04-09,0.5879861,1,0.12069638037383174,True
1828,1893,2024-03-08,Los Angeles Lakers vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-115,0.5348837209302325,Milwaukee Bucks,2024-03-08,0.6555744,0,0.12069067906976749,False
2223,2303,2024-04-05,New Orleans Pelicans vs San Antonio Spurs,draftkings,San Antonio Spurs,525,0.16,San Antonio Spurs,2024-04-05,0.28058785,1,0.12058785000000002,True
1795,1860,2024-03-06,Portland Trail Blazers vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-850,0.8947368421052632,Oklahoma City Thunder,2024-03-06,0.7744669,1,-0.1202699421052632,False
1695,1755,2024-02-28,Denver Nuggets vs Sacramento Kings,draftkings,Sacramento Kings,275,0.2666666666666666,Sacramento Kings,2024-02-28,0.38689533,0,0.12022866333333337,False
